"Bin","TaxonRelativeAbundance","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Bin12",0.000129882357031704,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","norank_f__Eugregarinorida","unclassified_g__norank_f__Eugregarinorida"
"Bin51",4.92041069686637e-06,"Eukaryota","Fungi","Chytridiomycota","norank_p__Chytridiomycota","norank_p__Chytridiomycota","norank_p__Chytridiomycota","norank_p__Chytridiomycota","unclassified_g__norank_p__Chytridiomycota"
"Bin56",1.60970857847025e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin76",3.67075825686076e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin19",1.41266900412391e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Conthreep","Prostomatea","Cryptocaryon","metagenome_g__Cryptocaryon"
"Bin63",6.6771899179774e-07,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Phytomyxea","norank_c__Phytomyxea","norank_c__Phytomyxea","norank_c__Phytomyxea","unclassified_g__norank_c__Phytomyxea"
"Bin10",1.71771386154065e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","Aphanomyces","Aphanomyces_astaci"
"Bin31",1.48318944485681e-06,"Eukaryota","Chloroplastida","norank_k__Chloroplastida","Chlorophyceae","norank_c__Chlorophyceae","norank_c__Chlorophyceae","norank_c__Chlorophyceae","Chlorotetraedron_incus"
"Bin70",6.6771899179774e-07,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin23",1.42983990677539e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin4",1.00157848769661e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin72",1.94426687650698e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin34",4.32707423558456e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","unclassified_f__norank_p__SAR_d__Eukaryota","unclassified_f__norank_p__SAR_d__Eukaryota"
"Bin20",1.00157848769661e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin1",1.02367549676049e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin33",1.4605917085541e-05,"Eukaryota","Chloroplastida","norank_k__Chloroplastida","Trebouxiophyceae","norank_c__Trebouxiophyceae","norank_c__Trebouxiophyceae","norank_c__Trebouxiophyceae","uncultured_Apatococcus"
"Bin36",9.26285629654075e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin17",9.80092873799732e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Spirotrichea","Hypotrichia","unclassified_f__Hypotrichia","unclassified_f__Hypotrichia"
"Bin40",2.66269489249568e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin2",4.24665561568788e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin65",1.26392138619809e-05,"Eukaryota","Fungi","Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota","unclassified_p__Basidiomycota"
"Bin51",1.31777058182186e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"Bin36",9.9206735176817e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin12",2.88186693312656e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","norank_f__Eugregarinorida","unclassified_g__norank_f__Eugregarinorida"
"Bin2",4.80057053975142e-06,"Eukaryota","norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota"
"Bin55",1.65163007772073e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"Bin2",6.57189381913089e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin20",6.6771899179774e-07,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Conthreep","Plagiopylea","Epalxella","unclassified_g__Epalxella"
"Bin45",6.61829857873199e-07,"Eukaryota","Fungi","Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota"
"Bin49",1.65074910148026e-05,"Eukaryota","Fungi","Cryptomycota","norank_p__Cryptomycota","norank_p__Cryptomycota","norank_p__Cryptomycota","norank_p__Cryptomycota","unclassified_g__norank_p__Cryptomycota"
"Bin74",2.98896389662774e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin34",2.36741740249876e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","Bicosoeca","Bicosoeca_petiolata"
"Bin8",4.29894950921352e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae","unclassified_c__Chrysophyceae"
"Bin50",0.000495375387590525,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin26",1.10949342150627e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin2",1.12956586680745e-05,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin70",7.05641379869933e-06,"Eukaryota","Animalia","Arthropoda","Branchiopoda","Diplostraca","norank_o__Diplostraca","norank_o__Diplostraca","unclassified_g__norank_o__Diplostraca"
"Bin49",1.13601083716693e-05,"Eukaryota","Fungi","Cryptomycota","norank_p__Cryptomycota","norank_p__Cryptomycota","norank_p__Cryptomycota","norank_p__Cryptomycota","uncultured_rhizosphere_zygomycete"
"Bin67",4.10352589263719e-05,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"Bin10",6.6771899179774e-07,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","unclassified_f__norank_p__SAR_d__Eukaryota","unclassified_f__norank_p__SAR_d__Eukaryota"
"Bin55",3.11265039689949e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"Bin46",1.15040121993445e-05,"Eukaryota","Fungi","Ascomycota","Eurotiomycetes","unclassified_c__Eurotiomycetes","unclassified_c__Eurotiomycetes","unclassified_c__Eurotiomycetes","unclassified_c__Eurotiomycetes"
"Bin31",1.37329739399462e-05,"Eukaryota","Chloroplastida","norank_k__Chloroplastida","Chlorophyceae","norank_c__Chlorophyceae","norank_c__Chlorophyceae","norank_c__Chlorophyceae","Chlorosarcina_stigmatica"
"Bin14",4.23471850217553e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","unclassified_f__Eugregarinorida","unclassified_f__Eugregarinorida"
"Bin75",4.7118812429823e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Glissomonadida","norank_c__Glissomonadida","norank_c__Glissomonadida","unclassified_f__norank_c__Glissomonadida","unclassified_f__norank_c__Glissomonadida"
"Bin10",5.58492363099449e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Chrysophyceae","norank_c__Chrysophyceae","norank_c__Chrysophyceae","norank_c__Chrysophyceae","metagenome_c__Chrysophyceae"
"Bin4",1.51955298652346e-06,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","Tubulinea","norank_c__Tubulinea","norank_c__Tubulinea","BOLA868","uncultured_Hartmannellidae"
"Bin17",2.31452322602126e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Spirotrichea","Hypotrichia","unclassified_f__Hypotrichia","unclassified_f__Hypotrichia"
"Bin43",6.4019983598986e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"Bin10",1.00157848769661e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","unclassified_f__norank_p__SAR_d__Eukaryota","unclassified_f__norank_p__SAR_d__Eukaryota"
"Bin2",7.35098428514633e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin31",3.01746899252287e-06,"Eukaryota","Chloroplastida","norank_k__Chloroplastida","Chlorophyceae","norank_c__Chlorophyceae","norank_c__Chlorophyceae","norank_c__Chlorophyceae","unclassified_g__norank_c__Chlorophyceae"
"Bin39",2.45726496538855e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin70",9.69564772761232e-07,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin11",4.39399830518697e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","unclassified_o__Gregarinasina","unclassified_o__Gregarinasina","unclassified_o__Gregarinasina"
"Bin64",1.70833310972637e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin54",1.33543798359548e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"Bin20",3.45553137189778e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin23",1.11456526393346e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin37",5.80060721169455e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","CH1-2B-3","norank_c__CH1-2B-3","norank_c__CH1-2B-3","norank_c__CH1-2B-3","unclassified_g__norank_c__CH1-2B-3"
"Bin46",7.03343613168139e-05,"Eukaryota","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_reesei_QM6a"
"Bin56",4.4521754120366e-06,"Eukaryota","Fungi","Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota"
"Bin63",5.22171610976793e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin58",1.01458594115186e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"Bin65",2.05897189492774e-05,"Eukaryota","Fungi","Basidiomycota","Tremellomycetes","Tremellales","unclassified_o__Tremellales","unclassified_o__Tremellales","unclassified_o__Tremellales"
"Bin48",1.82423287573288e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"Bin34",1.6335947954445e-06,"Eukaryota","Chloroplastida","norank_k__Chloroplastida","Mamiellophyceae","unclassified_c__Mamiellophyceae","unclassified_c__Mamiellophyceae","unclassified_c__Mamiellophyceae","unclassified_c__Mamiellophyceae"
"Bin56",1.47351047822786e-05,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"Bin49",9.9297446568892e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"Bin72",1.00157848769661e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin46",0.000125313208159053,"Eukaryota","Fungi","Ascomycota","Dothideomycetes","unclassified_c__Dothideomycetes","unclassified_c__Dothideomycetes","unclassified_c__Dothideomycetes","unclassified_c__Dothideomycetes"
"Bin33",1.48536819019485e-06,"Eukaryota","Chloroplastida","norank_k__Chloroplastida","Trebouxiophyceae","norank_c__Trebouxiophyceae","norank_c__Trebouxiophyceae","norank_c__Trebouxiophyceae","unclassified_g__norank_c__Trebouxiophyceae"
"Bin60",9.99144000481726e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin2",4.74503855599567e-05,"Eukaryota","Amoebozoa","Gracilipodida","norank_p__Gracilipodida","norank_p__Gracilipodida","norank_p__Gracilipodida","unclassified_f__norank_p__Gracilipodida","unclassified_f__norank_p__Gracilipodida"
"Bin58",1.37984710683458e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Cercomonadidae","norank_c__Cercomonadidae","norank_c__Cercomonadidae","unclassified_f__norank_c__Cercomonadidae","unclassified_f__norank_c__Cercomonadidae"
"Bin13",3.02947680374438e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","unclassified_f__Eugregarinorida","unclassified_f__Eugregarinorida"
"Bin49",6.61829857873199e-07,"Eukaryota","Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia","unclassified_k__Animalia"
"Bin75",3.12743812018041e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Glissomonadida","norank_c__Glissomonadida","norank_c__Glissomonadida","unclassified_f__norank_c__Glissomonadida","unclassified_f__norank_c__Glissomonadida"
"Bin18",3.32033864382262e-05,"Eukaryota","norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota"
"Bin31",1.27880351800439e-05,"Eukaryota","Chloroplastida","norank_k__Chloroplastida","Chlorophyceae","norank_c__Chlorophyceae","norank_c__Chlorophyceae","norank_c__Chlorophyceae","unclassified_g__norank_c__Chlorophyceae"
"Bin2",9.8636420045779e-07,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","Discosea","Dactylopodida","norank_o__Dactylopodida","Korotnevella","unclassified_g__Korotnevella"
"Bin56",2.81304830485554e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin40",2.05317764640163e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"Bin51",9.71260740346852e-05,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"Bin54",3.56064057518421e-06,"Eukaryota","Fungi","LKM15","norank_p__LKM15","norank_p__LKM15","norank_p__LKM15","norank_p__LKM15","unclassified_g__norank_p__LKM15"
"Bin38",2.44493140510175e-06,"Eukaryota","Amoebozoa","Schizoplasmodiida","norank_p__Schizoplasmodiida","norank_p__Schizoplasmodiida","norank_p__Schizoplasmodiida","Phalansterium","Phalansterium_sp._1_JFP-2013"
"Bin24",5.02622736978743e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin41",9.69582805034263e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin54",3.7143165113609e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin42",6.6771899179774e-07,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin17",0.000274007029134728,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Intramacronucleata","Spirotrichea","Hypotrichia","unclassified_f__Hypotrichia","unclassified_f__Hypotrichia"
"Bin56",5.26916356524371e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin64",1.05553595460144e-06,"Eukaryota","Amoebozoa","Myxogastria","norank_p__Myxogastria","norank_p__Myxogastria","norank_p__Myxogastria","Stemonitis","Stemonitis_sp._BuP"
"Bin36",2.77103381596062e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin6",6.6771899179774e-07,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin10",2.86995489190851e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","unclassified_f__norank_p__SAR_d__Eukaryota","unclassified_f__norank_p__SAR_d__Eukaryota"
"Bin36",4.51741632736773e-05,"Eukaryota","norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota","unclassified_k__norank_d__Eukaryota"
"Bin36",7.51528927937732e-06,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin51",6.24840955480345e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"Bin13",0.000627389667895495,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","norank_f__Eugregarinorida","uncultured_alveolate_f__Eugregarinorida"
"Bin10",1.33543798359548e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","norank_p__SAR_d__Eukaryota","unclassified_f__norank_p__SAR_d__Eukaryota","unclassified_f__norank_p__SAR_d__Eukaryota"
"Bin71",2.68724051036755e-06,"Eukaryota","Animalia","Vertebrata","Actinopterygii","norank_c__Actinopterygii","norank_c__Actinopterygii","norank_c__Actinopterygii","Ictalurus_punctatus_channel_catfish"
"Bin13",8.85958411278472e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Conoidasida","Gregarinasina","Eugregarinorida","norank_f__Eugregarinorida","unclassified_g__norank_f__Eugregarinorida"
"Bin42",2.31345993559393e-06,"Eukaryota","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","unclassified_f__Pucciniaceae","unclassified_f__Pucciniaceae"
"Bin73",2.15971342422601e-05,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Cercomonadidae","norank_c__Cercomonadidae","norank_c__Cercomonadidae","norank_c__Cercomonadidae","Nucleocercomonas_sp._HFCC_921"
"Bin67",3.87721028572626e-05,"Eukaryota","Fungi","Basidiomycota","Spiculogloeomycetes","Spiculogloeales","Spiculogloeaceae","norank_f__Spiculogloeaceae","uncultured_Boletaceae_f__Spiculogloeaceae"
"Bin2",6.6771899179774e-07,"Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota","unclassified_d__Eukaryota"
"Bin76",4.60954834304723e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin48",1.5512678512148e-06,"Eukaryota","Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi","unclassified_k__Fungi"
"Bin70",2.3269017768222e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Thecofilosea","unclassified_c__Thecofilosea","unclassified_c__Thecofilosea","unclassified_c__Thecofilosea","unclassified_c__Thecofilosea"
"Bin47",1.5512678512148e-06,"Eukaryota","Fungi","Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota","unclassified_p__Ascomycota"
"Bin74",3.75173200830012e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","Imbricatea","norank_c__Imbricatea","Euglyphida","Cyphoderia","Cyphoderia_cf._compressa"
"Bin64",5.15756857029971e-06,"Eukaryota","Discoba","Euglenozoa","unclassified_p__Euglenozoa","unclassified_p__Euglenozoa","unclassified_p__Euglenozoa","unclassified_p__Euglenozoa","unclassified_p__Euglenozoa"
"Bin4",7.75633925607399e-07,"Eukaryota","Amoebozoa","norank_k__Amoebozoa","Tubulinea","norank_c__Tubulinea","norank_c__Tubulinea","unclassified_f__norank_c__Tubulinea","unclassified_f__norank_c__Tubulinea"
"Bin75",1.1634508884111e-06,"Eukaryota","norank_d__Eukaryota","SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota","unclassified_p__SAR_d__Eukaryota"
"Bin32",1.74645521129813e-05,"Eukaryota","Amoebozoa","unclassified_k__Amoebozoa","unclassified_k__Amoebozoa","unclassified_k__Amoebozoa","unclassified_k__Amoebozoa","unclassified_k__Amoebozoa","unclassified_k__Amoebozoa"
