"Bin","TaxonRelativeAbundance","Domain","Phylum","Class","Order","Family","Genus"
"Bin29",1.15036144356557e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin87",7.66907629043712e-07,"Bacteria","Patescibacteria","unclassified_p__Patescibacteria","unclassified_p__Patescibacteria","unclassified_p__Patescibacteria","unclassified_p__Patescibacteria"
"Bin21",2.18968766802993e-06,"Bacteria","Dependentiae","Babeliae","Babeliales","norank_o__Babeliales","norank_o__Babeliales"
"Bin81",7.94000847418204e-05,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Opitutales","Opitutaceae","Opitutus"
"Bin87",2.8668933624766e-06,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","LWQ8","norank_f__LWQ8"
"Bin69",1.66183237759845e-06,"Bacteria","Acidobacteriota","Subgroup_25","norank_c__Subgroup_25","norank_c__Subgroup_25","norank_c__Subgroup_25"
"Bin86",1.4917028743869e-06,"Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","norank_o__Candidatus_Peribacteria","norank_o__Candidatus_Peribacteria"
"Bin87",1.15036144356557e-06,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","norank_o__Saccharimonadales","norank_o__Saccharimonadales"
"Bin83",7.66907629043712e-07,"Bacteria","Elusimicrobiota","Lineage_IIc","norank_c__Lineage_IIc","norank_c__Lineage_IIc","norank_c__Lineage_IIc"
"Bin20",1.91726907260928e-06,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta"
"Bin54",1.15036144356557e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"Bin38",1.50407880075926e-06,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"Bin72",1.15036144356557e-06,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Simkaniaceae","norank_f__Simkaniaceae"
"Bin91",2.8668933624766e-06,"Bacteria","Patescibacteria","Parcubacteria","norank_c__Parcubacteria","norank_c__Parcubacteria","norank_c__Parcubacteria"
"Bin91",4.96047538842039e-06,"Bacteria","Patescibacteria","Parcubacteria","norank_c__Parcubacteria","norank_c__Parcubacteria","norank_c__Parcubacteria"
"Bin92",2.30072288713114e-06,"Bacteria","Patescibacteria","Kazania","norank_c__Kazania","norank_c__Kazania","norank_c__Kazania"
"Bin20",2.30072288713114e-06,"Bacteria","Bdellovibrionota","unclassified_p__Bdellovibrionota","unclassified_p__Bdellovibrionota","unclassified_p__Bdellovibrionota","unclassified_p__Bdellovibrionota"
"Bin91",7.66907629043712e-07,"Bacteria","Patescibacteria","Parcubacteria","norank_c__Parcubacteria","norank_c__Parcubacteria","norank_c__Parcubacteria"
"Bin1",1.15036144356557e-06,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Chryseotalea"
"Bin91",3.31931490353295e-06,"Bacteria","Patescibacteria","Parcubacteria","norank_c__Parcubacteria","norank_c__Parcubacteria","norank_c__Parcubacteria"
"Bin53",1.88443909227629e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Rickettsiellales","Rickettsiellaceae","Aquicella"
"Bin42",7.66907629043712e-07,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","norank_f__Oxalobacteraceae"
"Bin87",1.91726907260928e-06,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","unclassified_o__Saccharimonadales","unclassified_o__Saccharimonadales"
"Bin45",1.15036144356557e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria"
"Bin87",1.15036144356557e-06,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","unclassified_o__Saccharimonadales","unclassified_o__Saccharimonadales"
"Bin2",3.40817634998398e-06,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group","norank_f__NS11-12_marine_group"
"Bin72",1.15036144356557e-06,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Simkaniaceae","unclassified_f__Simkaniaceae"
"Bin6",7.66907629043712e-07,"Bacteria","Planctomycetota","vadinHA49","norank_c__vadinHA49","norank_c__vadinHA49","norank_c__vadinHA49"
"Bin84",2.59968984702264e-06,"Bacteria","Chloroflexota","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","norank_f__Ktedonobacteraceae"
"Bin72",4.02320869429285e-06,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","unclassified_o__Chlamydiales","unclassified_o__Chlamydiales"
"Bin88",7.66907629043712e-07,"Bacteria","Patescibacteria","Dojkabacteria","norank_c__Dojkabacteria","norank_c__Dojkabacteria","norank_c__Dojkabacteria"
"Bin89",1.16875031888224e-06,"Bacteria","Patescibacteria","Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria"
"Bin68",7.66907629043712e-07,"Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Bin52",1.91925370202617e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria"
"Bin31",0.000163280450248709,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","unclassified_f__Sphingomonadaceae"
"Bin39",3.03130010501927e-06,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae","norank_f__Pseudobdellovibrionaceae"
"Bin52",7.66907629043712e-07,"Bacteria","Pseudomonadota","Gammaproteobacteria","Rickettsiellales","Rickettsiellaceae","norank_f__Rickettsiellaceae"
"Bin90",1.15036144356557e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria"
"Bin90",1.15036144356557e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria"
"Bin53",1.15036144356557e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Rickettsiellales","Rickettsiellaceae","Aquicella"
"Bin90",1.15036144356557e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria"
"Bin16",7.66907629043712e-07,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Luteitalea"
"Bin42",7.66907629043712e-07,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ephemeroptericola"
"Bin29",2.75435840711843e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","SM2D12","norank_f__SM2D12"
"Bin3",1.15036144356557e-06,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","unclassified_f__Lentimicrobiaceae"
"Bin19",1.64053733828363e-06,"Bacteria","NB1-j","norank_p__NB1-j","norank_p__NB1-j","norank_p__NB1-j","norank_p__NB1-j"
"Bin90",2.38135357311513e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria"
"Bin69",1.53381525808742e-06,"Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","WX65","norank_f__WX65"
"Bin72",2.3191117624478e-06,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Simkaniaceae","norank_f__Simkaniaceae"
"Bin68",2.73766589403309e-06,"Bacteria","Latescibacterota","norank_p__Latescibacterota","norank_p__Latescibacterota","norank_p__Latescibacterota","norank_p__Latescibacterota"
"Bin89",7.66907629043712e-07,"Bacteria","Patescibacteria","Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria"
"Bin67",1.15036144356557e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin90",7.66907629043712e-07,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria"
"Bin32",3.15570892855162e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"Bin21",1.91128535033305e-06,"Bacteria","Dependentiae","Babeliae","Babeliales","unclassified_o__Babeliales","unclassified_o__Babeliales"
"Bin86",1.50382224900377e-06,"Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","norank_o__Candidatus_Peribacteria","norank_o__Candidatus_Peribacteria"
"Bin2",1.15036144356557e-06,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767","norank_f__AKYH767"
"Bin23",4.26969919884981e-06,"Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","norank_f__Vermiphilaceae"
"Bin68",7.66907629043712e-07,"Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Bin86",7.66907629043712e-07,"Bacteria","Patescibacteria","Gracilibacteria","norank_c__Gracilibacteria","norank_c__Gracilibacteria","norank_c__Gracilibacteria"
"Bin16",7.66907629043712e-07,"Bacteria","Fibrobacterota","Chitinivibrionia","Chitinivibrionales","Chitinispirillaceae","B18"
"Bin18",1.53381525808742e-06,"Bacteria","Myxococcota","bacteriap25","norank_c__bacteriap25","norank_c__bacteriap25","norank_c__bacteriap25"
"Bin86",1.56697035396135e-06,"Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peregrinibacteria","norank_o__Candidatus_Peregrinibacteria","norank_o__Candidatus_Peregrinibacteria"
"Bin81",1.53381525808742e-06,"Bacteria","Hydrogenedentes","Hydrogenedentia","Hydrogenedentiales","Hydrogenedensaceae","norank_f__Hydrogenedensaceae"
"Bin90",1.15036144356557e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria"
"Bin43",7.66907629043712e-07,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Sutterellaceae","AAP99"
"Bin54",4.72266843237611e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"Bin20",7.66907629043712e-07,"Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Sphaerochaeta"
"Bin89",7.66907629043712e-07,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Yanofskybacteria","norank_o__Candidatus_Yanofskybacteria","norank_o__Candidatus_Yanofskybacteria"
"Bin61",1.15036144356557e-06,"Bacteria","Actinomycetota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter"
"Bin18",4.0464080508431e-06,"Bacteria","Thermodesulfobacteriota","Desulfuromonadia","PB19","norank_o__PB19","norank_o__PB19"
"Bin89",5.02192619837565e-06,"Bacteria","Patescibacteria","Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria"
"Bin28",7.66907629043712e-07,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin65",7.66907629043712e-07,"Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
"Bin55",7.66907629043712e-07,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Bin89",1.15036144356557e-06,"Bacteria","Patescibacteria","Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria","unclassified_c__Parcubacteria"
"Bin68",7.66907629043712e-07,"Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","norank_o__Omnitrophales","norank_o__Omnitrophales"
"Bin26",1.53381525808742e-06,"Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"Bin38",7.66907629043712e-07,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"Bin51",7.66907629043712e-07,"Bacteria","Pseudomonadota","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella"
"Bin90",1.91726907260928e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria"
"Bin89",1.53381525808742e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Staskawiczbacteria","norank_o__Candidatus_Staskawiczbacteria","norank_o__Candidatus_Staskawiczbacteria"
"Bin55",4.88045575953448e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Gammaproteobacteria_","norank_o__Gammaproteobacteria_","Candidatus_Ovatusbacter"
"Bin51",5.03261203056941e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","norank_c__Gammaproteobacteria","norank_c__Gammaproteobacteria","norank_c__Gammaproteobacteria"
"Bin88",1.53381525808742e-06,"Bacteria","Patescibacteria","WWE3","norank_c__WWE3","norank_c__WWE3","norank_c__WWE3"
"Bin83",1.15036144356557e-06,"Bacteria","Chloroflexota","Anaerolineae","RBG-13-54-9","norank_o__RBG-13-54-9","norank_o__RBG-13-54-9"
"Bin82",7.66907629043712e-07,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"Bin50",2.24073686896384e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","unclassified_f__Cellvibrionaceae"
"Bin15",7.66907629043712e-07,"Bacteria","Bacillota","Clostridia","Clostridia_UCG-014","norank_o__Clostridia_UCG-014","norank_o__Clostridia_UCG-014"
"Bin89",7.66907629043712e-07,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Moranbacteria","norank_o__Candidatus_Moranbacteria","norank_o__Candidatus_Moranbacteria"
"Bin45",7.66907629043712e-07,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","TRA3-20","norank_f__TRA3-20"
"Bin50",7.66907629043712e-07,"Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bin70",2.13361939699984e-06,"Bacteria","Cyanobacteriota","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae","norank_f__Obscuribacteraceae"
"Bin45",5.40513115393932e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","unclassified_f__Rhodocyclaceae"
"Bin38",7.66907629043712e-07,"Bacteria","Armatimonadota","norank_p__Armatimonadota","norank_p__Armatimonadota","norank_p__Armatimonadota","norank_p__Armatimonadota"
"Bin90",7.66907629043712e-07,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria"
"Bin77",1.15036144356557e-06,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Parachlamydiaceae","Neochlamydia"
"Bin73",3.26794371881132e-06,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","unclassified_o__Chlamydiales","unclassified_o__Chlamydiales"
"Bin68",7.66907629043712e-07,"Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Bin9",7.66907629043712e-07,"Bacteria","Poribacteria","norank_p__Poribacteria","norank_p__Poribacteria","norank_p__Poribacteria","norank_p__Poribacteria"
"Bin87",7.66907629043712e-07,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","unclassified_o__Saccharimonadales","unclassified_o__Saccharimonadales"
"Bin68",7.66907629043712e-07,"Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Bin68",2.27072987804749e-06,"Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Bin89",2.37477610631417e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Yanofskybacteria","norank_o__Candidatus_Yanofskybacteria","norank_o__Candidatus_Yanofskybacteria"
"Bin81",1.15036144356557e-06,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium"
"Bin75",2.75277694755989e-06,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","cvE6","norank_f__cvE6"
"Bin27",6.82112645137585e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodovarius"
"Bin77",7.66907629043712e-07,"Bacteria","Pseudomonadota","Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria","unclassified_c__Gammaproteobacteria"
"Bin18",1.15036144356557e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","unclassified_c__Alphaproteobacteria","unclassified_c__Alphaproteobacteria","unclassified_c__Alphaproteobacteria"
"Bin2",7.66907629043712e-07,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","unclassified_o__Flavobacteriales","unclassified_o__Flavobacteriales"
"Bin68",1.15036144356557e-06,"Bacteria","Latescibacterota","norank_p__Latescibacterota","norank_p__Latescibacterota","norank_p__Latescibacterota","norank_p__Latescibacterota"
"Bin85",7.66907629043712e-07,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin15",1.15036144356557e-06,"Bacteria","Bacillota","Clostridia","Oscillospirales","Ruminococcaceae","Hydrogenoanaerobacterium"
"Bin8",5.27138936236773e-06,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","norank_f__Gemmataceae"
"Bin24",1.17901750922759e-06,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Chthoniobacterales","Terrimicrobiaceae","Terrimicrobium"
"Bin29",8.4096084822675e-07,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","SM2D12","norank_f__SM2D12"
"Bin90",1.26144127234012e-06,"Bacteria","Patescibacteria","Parcubacteria","Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria","norank_o__Candidatus_Kaiserbacteria"
"Bin73",1.60786847727046e-06,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Simkaniaceae","norank_f__Simkaniaceae"
"Bin17",1.14644081261631e-05,"Bacteria","Thermodesulfobacteriota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter"
"Bin77",8.4096084822675e-07,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Parachlamydiaceae","unclassified_f__Parachlamydiaceae"
"Bin6",8.4096084822675e-07,"Bacteria","Planctomycetota","vadinHA49","norank_c__vadinHA49","norank_c__vadinHA49","norank_c__vadinHA49"
"Bin30",1.26144127234012e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae","norank_f__Micropepsaceae"
"Bin18",3.92605688720654e-06,"Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfosarcinaceae","Sva0081_sediment_group"
"Bin24",1.26144127234012e-06,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"Bin35",2.32182368865474e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","AB1","norank_f__AB1"
"Bin68",8.4096084822675e-07,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin18",1.6819216964535e-06,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Pseudobdellovibrionaceae","OM27_clade"
"Bin43",8.4096084822675e-07,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter"
"Bin19",3.59582027404052e-06,"Bacteria","Myxococcota","bacteriap25","norank_c__bacteriap25","norank_c__bacteriap25","norank_c__bacteriap25"
"Bin38",5.48854086198658e-06,"Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus_Solibacter"
"Bin83",8.4096084822675e-07,"Bacteria","Chloroflexota","Anaerolineae","Anaerolineales","Anaerolineaceae","Leptolinea"
"Bin87",8.4096084822675e-07,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","norank_o__Saccharimonadales","norank_o__Saccharimonadales"
"Bin20",4.93520717619289e-06,"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","norank_o__0319-6G20","norank_o__0319-6G20"
"Bin49",1.26144127234012e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin42",4.78571799403219e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium"
"Bin82",8.4096084822675e-07,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Bin86",1.6819216964535e-06,"Bacteria","Patescibacteria","Gracilibacteria","norank_c__Gracilibacteria","norank_c__Gracilibacteria","norank_c__Gracilibacteria"
"Bin72",1.26144127234012e-06,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Simkaniaceae","unclassified_f__Simkaniaceae"
"Bin13",8.4096084822675e-07,"Bacteria","Bacillota","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus"
"Bin81",8.4096084822675e-07,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Chromobacteriaceae","Paludibacterium"
"Bin3",1.81373484351639e-06,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","norank_f__Bacteroidetes_vadinHA17"
"Bin24",1.26144127234012e-06,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Pedosphaerales","Pedosphaeraceae","norank_f__Pedosphaeraceae"
"Bin68",1.26144127234012e-06,"Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","norank_o__Omnitrophales","norank_o__Omnitrophales"
"Bin82",3.76184914858397e-06,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Bin18",8.4096084822675e-07,"Bacteria","Pseudomonadota","Alphaproteobacteria","unclassified_c__Alphaproteobacteria","unclassified_c__Alphaproteobacteria","unclassified_c__Alphaproteobacteria"
"Bin75",1.64489508686198e-06,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","cvE6","norank_f__cvE6"
"Bin86",1.26144127234012e-06,"Bacteria","Patescibacteria","unclassified_p__Patescibacteria","unclassified_p__Patescibacteria","unclassified_p__Patescibacteria","unclassified_p__Patescibacteria"
"Bin3",0.000115019964111938,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"Bin15",3.51520734194001e-06,"Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","Ruminiclostridium"
"Bin75",2.13894656584287e-06,"Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","cvE6","norank_f__cvE6"
"Bin43",1.64489508686198e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","unclassified_o__Burkholderiales","unclassified_o__Burkholderiales"
"Bin92",8.4096084822675e-07,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin39",1.48086284042799e-06,"Bacteria","SAR324_clade(Marine_group_B)","norank_p__SAR324_clade(Marine_group_B)","norank_p__SAR324_clade(Marine_group_B)","norank_p__SAR324_clade(Marine_group_B)","norank_p__SAR324_clade(Marine_group_B)"
"Bin76",1.26144127234012e-06,"Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae","marine_group"
"Bin18",3.12320668912686e-06,"Bacteria","Thermodesulfobacteriota","norank_p__Thermodesulfobacteriota","norank_p__Thermodesulfobacteriota","norank_p__Thermodesulfobacteriota","norank_p__Thermodesulfobacteriota"
"Bin29",2.17500375516971e-06,"Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Mitochondria","norank_f__Mitochondria"
"Bin68",1.19467820542044e-06,"Bacteria","Latescibacterota","norank_p__Latescibacterota","norank_p__Latescibacterota","norank_p__Latescibacterota","norank_p__Latescibacterota"
"Bin86",1.26144127234012e-06,"Bacteria","Patescibacteria","Gracilibacteria","Candidatus_Peribacteria","norank_o__Candidatus_Peribacteria","norank_o__Candidatus_Peribacteria"
"Bin19",2.66227348588962e-06,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin45",4.41192113554563e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","SC-I-84","norank_f__SC-I-84"
"Bin14",1.69838427924208e-06,"Bacteria","Bacillota","Clostridia","Clostridiales","Clostridiaceae","norank_f__Clostridiaceae"
"Bin16",1.2779038551287e-06,"Bacteria","Fibrobacterota","Fibrobacteria","Fibrobacterales","Candidatus_Raymondbacteria","norank_f__Candidatus_Raymondbacteria"
"Bin92",1.26144127234012e-06,"Bacteria","Patescibacteria","ABY1","Candidatus_Komeilibacteria","norank_o__Candidatus_Komeilibacteria","norank_o__Candidatus_Komeilibacteria"
"Bin77",1.22441466274861e-06,"Bacteria","Bdellovibrionota","Bacteriovoracia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter"
"Bin15",7.65999742403695e-06,"Bacteria","Bacillota","Clostridia","Oscillospirales","Oscillospiraceae","unclassified_f__Oscillospiraceae"
"Bin81",4.54369669934609e-06,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"Bin51",6.2982638580188e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Coxiellales","Coxiellaceae","Coxiella"
"Bin57",1.82712496565917e-06,"Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","norank_f__Aeromonadaceae"
"Bin24",7.1301547746067e-06,"Bacteria","Verrucomicrobiota","Verrucomicrobiia","Pedosphaerales","Pedosphaeraceae","unclassified_f__Pedosphaeraceae"
"Bin17",2.10240212056688e-06,"Bacteria","Deferrisomatota","Deferrisomatia","Deferrisomatales","Deferrisomataceae","Deferrisoma"
"Bin86",8.4096084822675e-07,"Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria","unclassified_k__norank_d__Bacteria"
"Bin84",2.08376438629202e-06,"Bacteria","Chloroflexota","Chloroflexia","Thermomicrobiales","AKYG1722","norank_f__AKYG1722"
